i want to win a samsung galaxy s7 from dhtg and nfm. you should enter too,negative,2016-03-17 23:52:42,710614870002106369
rt sprint_west the new samsung galaxy s7 and s7 edge are here buy one and get another for 50% off.,positive,2016-03-17 23:56:24,710615800692998144
"bought the samsung galaxy s7 a couple days ago.  a phone's a phone,  but it's a nice one.",positive,2016-03-17 23:52:02,710614701479223298
cellphone mobile deal   for samsung galaxy s7 edge real tempered glass full screen prot,neutral,2016-03-17 23:56:03,710615714676273152
i added a video to a youtube playlist  samsung galaxy s7 edge unboxing &amp impressions,positive,2016-03-17 23:51:53,710614665504673795
